compound_names,smiles,isactive,,
"4-((3,4-dihydroquinolin-1(2H)-yl)sulfonyl)-N-(5-(2,4-dimethoxyphenyl)-1,3,4-oxadiazol-2-yl)benzamide",COc1ccc(-c2nnc(NC(=O)c3ccc(S(=O)(=O)N4CCCc5ccccc54)cc3)o2)c(OC)c1,0.795673658,111,1.61%
7-[(4-Fluorophenyl)methoxy]-3-(4-methoxyphenyl)chromen-4-one,COc1ccc(-c2coc3cc(OCc4ccc(F)cc4)ccc3c2=O)cc1,0.795551839,112,1.62%
2-Methoxy-1-(2-methoxynaphthalen-1-yl)naphthalene,COc1ccc2ccccc2c1-c1c(OC)ccc2ccccc12,0.795352677,113,1.64%
"N-(4-bromophenyl)-4-{4-nitrophenyl}-6-methyl-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxamide",CC1=C(C(=O)Nc2ccc(Br)cc2)C(c2ccc([N+](=O)[O-])cc2)NC(=O)N1,0.794488462,114,1.65%
"N-(3,5-dimethylphenyl)-6-methyl-4-(4-nitrophenyl)-2-thioxo-1,2,3,4-tetrahydropyrimidine-5-carboxamide",CC1=C(C(=O)Nc2cc(C)cc(C)c2)C(c2ccc([N+](=O)[O-])cc2)NC(=S)N1,0.794424402,115,1.67%
"(2E)-2-(1,3-benzothiazol-2-yl)-3-(3-nitrophenyl)prop-2-enenitrile",N#C/C(=C\c1cccc([N+](=O)[O-])c1)c1nc2ccccc2s1,0.794013112,116,1.68%
"7-((2-chloro-6-fluorobenzyl)oxy)-3-(3,4-dimethoxyphenyl)-4H-chromen-4-one",COc1ccc(-c2coc3cc(OCc4c(F)cccc4Cl)ccc3c2=O)cc1OC,0.793541056,117,1.70%
"3,4,5-trimethoxy-N-[4-(3-nitrophenyl)-1,3-thiazol-2-yl]benzamide",COc1cc(C(=O)Nc2nc(-c3cccc([N+](=O)[O-])c3)cs2)cc(OC)c1OC,0.793376455,118,1.71%
3-nitro-N-(4-phenoxyphenyl)benzamide,O=C(Nc1ccc(Oc2ccccc2)cc1)c1cccc([N+](=O)[O-])c1,0.793024789,119,1.73%
"N-(2-fluorophenyl)-6-methyl-4-(3-nitrophenyl)-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxamide",CC1=C(C(=O)Nc2ccccc2F)C(c2cccc([N+](=O)[O-])c2)NC(=O)N1,0.792075288,120,1.74%
"N-[4-(4-fluorophenyl)-1,3-thiazol-2-yl]-3,5-dinitrobenzamide",O=C(Nc1nc(-c2ccc(F)cc2)cs1)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,0.792009968,121,1.75%
"3-butoxy-N-[4-(4-nitrophenyl)-1,3-thiazol-2-yl]benzamide",CCCCOc1cccc(C(=O)Nc2nc(-c3ccc([N+](=O)[O-])cc3)cs2)c1,0.791932748,122,1.77%
"N-(4-fluorophenyl)-6-methyl-4-(3-nitrophenyl)-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxamide",CC1=C(C(=O)Nc2ccc(F)cc2)C(c2cccc([N+](=O)[O-])c2)NC(=O)N1,0.791684629,123,1.78%
"2-chloro-4-nitro-N-(2-oxo-1,2,3,4-tetrahydroquinolin-6-yl)benzamide",O=C1CCc2cc(NC(=O)c3ccc([N+](=O)[O-])cc3Cl)ccc2N1,0.791579969,124,1.80%
"5-chloro-N-[4-(4-methoxyphenyl)-1,3-thiazol-2-yl]-2-nitrobenzamide",COc1ccc(-c2csc(NC(=O)c3cc(Cl)ccc3[N+](=O)[O-])n2)cc1,0.791313703,125,1.81%
"Ethyl 4-(2-methoxy-5-nitrophenyl)-6-methyl-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxylate",CCOC(=O)C1=C(C)NC(=O)NC1c1cc([N+](=O)[O-])ccc1OC,0.791259466,126,1.83%
"N-(2-fluorophenyl)-6-methyl-4-(4-nitrophenyl)-2-thioxo-1,2,3,4-tetrahydropyrimidine-5-carboxamide",CC1=C(C(=O)Nc2ccccc2F)C(c2ccc([N+](=O)[O-])cc2)NC(=S)N1,0.791002404,127,1.84%
"N-(4-fluorophenyl)-6-methyl-4-(4-nitrophenyl)-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxamide",CC1=C(C(=O)Nc2ccc(F)cc2)C(c2ccc([N+](=O)[O-])cc2)NC(=O)N1,0.790847223,128,1.86%
4-(benzofuran-2-carbonyl)-3-hydroxy-1-(5-methylisoxazol-3-yl)-5-(3-nitrophenyl)-1H-pyrrol-2(5H)-one,Cc1cc(N2C(=O)C(O)=C(C(=O)c3cc4ccccc4o3)C2c2cccc([N+](=O)[O-])c2)no1,0.790485873,129,1.87%
"N-[4-(2,5-dimethoxyphenyl)-1,3-thiazol-2-yl]-4-nitrobenzamide",COc1ccc(OC)c(-c2csc(NC(=O)c3ccc([N+](=O)[O-])cc3)n2)c1,0.790298549,130,1.88%
N-(4-nitrophenyl)-3-phenoxybenzamide,O=C(Nc1ccc([N+](=O)[O-])cc1)c1cccc(Oc2ccccc2)c1,0.790255162,131,1.90%
N-(2-chloro-4-nitrophenyl)-2-methoxybenzamide,COc1ccccc1C(=O)Nc1ccc([N+](=O)[O-])cc1Cl,0.789850535,132,1.91%
"4-((3,4-dihydroquinolin-1(2H)-yl)sulfonyl)-N-(5-(3,4-dimethoxyphenyl)-1,3,4-oxadiazol-2-yl)benzamide",COc1ccc(-c2nnc(NC(=O)c3ccc(S(=O)(=O)N4CCCc5ccccc54)cc3)o2)cc1OC,0.788307823,133,1.93%
"N-(2-fluorophenyl)-6-methyl-4-(4-nitrophenyl)-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxamide",CC1=C(C(=O)Nc2ccccc2F)C(c2ccc([N+](=O)[O-])cc2)NC(=O)N1,0.788179951,134,1.94%
"N-[3-(1H-1,3-benzodiazol-2-yl)phenyl]-3-nitrobenzamide",O=C(Nc1cccc(-c2nc3ccccc3[nH]2)c1)c1cccc([N+](=O)[O-])c1,0.787966492,135,1.96%
N-(4-isopropylphenyl)-2-((6-methoxy-1-((4-methoxyphenyl)sulfonyl)-1H-benzo[d]imidazol-2-yl)thio)acetamide,COc1ccc(S(=O)(=O)n2c(SCC(=O)Nc3ccc(C(C)C)cc3)nc3ccc(OC)cc32)cc1,0.787832044,136,1.97%
"BENZIMIDAZOLE, 1-(p-CHLOROBENZYL)-2-METHYL-, HYDROCHLORIDE",Cc1nc2ccccc2n1Cc1ccc(Cl)cc1.Cl,0.787631833,137,1.99%
2-methyl-1-(2-methyl-5-nitrophenylsulfonyl)-1H-benzo[d]imidazole,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)n1c(C)nc2ccccc21,0.787537116,138,2.00%
"3,4-dimethoxy-N-[4-(3-nitrophenyl)-1,3-thiazol-2-yl]benzamide",COc1ccc(C(=O)Nc2nc(-c3cccc([N+](=O)[O-])c3)cs2)cc1OC,0.787126627,139,2.02%
"2-chloro-N-(2,6-diethylphenyl)-4-nitrobenzamide",CCc1cccc(CC)c1NC(=O)c1ccc([N+](=O)[O-])cc1Cl,0.786381094,140,2.03%
"4-((3,4-dihydroquinolin-1(2H)-yl)sulfonyl)-N-(5-(3,4,5-triethoxyphenyl)-1,3,4-oxadiazol-2-yl)benzamide",CCOc1cc(-c2nnc(NC(=O)c3ccc(S(=O)(=O)N4CCCc5ccccc54)cc3)o2)cc(OCC)c1OCC,0.786373819,141,2.04%
"4-(4-chloro-3-nitrophenyl)-N-(3,4-dimethylphenyl)-6-methyl-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxamide",CC1=C(C(=O)Nc2ccc(C)c(C)c2)C(c2ccc(Cl)c([N+](=O)[O-])c2)NC(=O)N1,0.786266453,142,2.06%
heme,CC1=C(C2=CC3=C(C(=C([N-]3)C=C4C(=C(C(=N4)C=C5C(=C(C(=N5)C=C1[N-]2)C)C=C)C)C=C)C)CCC(=O)O)CCC(=O)O.[Fe+2],0.785068454,143,2.07%
4-chloro-N-[2-(4-methoxyphenyl)-4-oxo-4H-chromen-6-yl]benzenesulfonamide,COc1ccc(-c2cc(=O)c3cc(NS(=O)(=O)c4ccc(Cl)cc4)ccc3o2)cc1,0.784804103,144,2.09%
2-[(4-methylphenyl)sulfonylamino]-N-[4-[[4-[[2-[(4-methylphenyl)sulfonylamino]benzoyl]amino]phenyl]methyl]phenyl]benzamide,Cc1ccc(S(=O)(=O)Nc2ccccc2C(=O)Nc2ccc(Cc3ccc(NC(=O)c4ccccc4NS(=O)(=O)c4ccc(C)cc4)cc3)cc2)cc1,0.784799334,145,2.10%
3-(4-Methoxyphenyl)-7-[(4-methylphenyl)methoxy]chromen-4-one,COc1ccc(-c2coc3cc(OCc4ccc(C)cc4)ccc3c2=O)cc1,0.784739394,146,2.12%
(Z)-6-ethoxy-2-(3-nitrobenzylidene)benzofuran-3(2H)-one,CCOc1ccc2c(c1)O/C(=C\c1cccc([N+](=O)[O-])c1)C2=O,0.784110917,147,2.13%
"N-[4-(2,4-dimethylphenyl)-1,3-thiazol-2-yl]-3,5-dinitrobenzamide",Cc1ccc(-c2csc(NC(=O)c3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)n2)c(C)c1,0.784015365,148,2.15%
N-(3-fluorophenyl)-2-[1-(4-nitrophenyl)imidazol-2-yl]sulfanylacetamide,O=C(CSc1nccn1-c1ccc([N+](=O)[O-])cc1)Nc1cccc(F)c1,0.782964217,149,2.16%
3-(4-Methoxyphenyl)-7-[(2-methylphenyl)methoxy]chromen-4-one,COc1ccc(-c2coc3cc(OCc4ccccc4C)ccc3c2=O)cc1,0.781882909,150,2.17%
"4',6-Dichloroflavone",O=c1cc(-c2ccc(Cl)cc2)oc2ccc(Cl)cc12,0.781101194,151,2.19%
"N-(2,5-dimethylphenyl)-6-methyl-4-(4-nitrophenyl)-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxamide",CC1=C(C(=O)Nc2cc(C)ccc2C)C(c2ccc([N+](=O)[O-])cc2)NC(=O)N1,0.780021224,152,2.20%
"2-Methoxyethyl 6-methyl-4-(3-nitrophenyl)-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxylate",COCCOC(=O)C1=C(C)NC(=O)NC1c1cccc([N+](=O)[O-])c1,0.779821557,153,2.22%
"N-(3,4-dimethylphenyl)-6-methyl-4-(4-nitrophenyl)-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxamide",CC1=C(C(=O)Nc2ccc(C)c(C)c2)C(c2ccc([N+](=O)[O-])cc2)NC(=O)N1,0.779445919,154,2.23%
"7-[(4-Chlorophenyl)methoxy]-3-(3,4-dimethoxyphenyl)chromen-4-one",COc1ccc(-c2coc3cc(OCc4ccc(Cl)cc4)ccc3c2=O)cc1OC,0.779211783,155,2.25%
"N-[4-(2-methoxyphenyl)-1,3-thiazol-2-yl]-3-nitrobenzamide",COc1ccccc1-c1csc(NC(=O)c2cccc([N+](=O)[O-])c2)n1,0.77903522,156,2.26%
"N-(3,5-dimethylphenyl)-6-methyl-4-(3-nitrophenyl)-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxamide",CC1=C(C(=O)Nc2cc(C)cc(C)c2)C(c2cccc([N+](=O)[O-])c2)NC(=O)N1,0.778934757,157,2.28%
"3-Hydroxy-4,7,7-trimethyl-bicyclo[2.2.1]heptane-1-carboxylic acid methyl ester",COC(=O)C12CCC(C)(C(O)C1)C2(C)C,0.7788865,158,2.29%
"7-((3-chlorobenzyl)oxy)-3-(3,4-dimethoxyphenyl)-4H-chromen-4-one",COc1ccc(-c2coc3cc(OCc4cccc(Cl)c4)ccc3c2=O)cc1OC,0.778844004,159,2.31%
"N-(3,5-dimethylphenyl)-6-methyl-4-(4-nitrophenyl)-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxamide",CC1=C(C(=O)Nc2cc(C)cc(C)c2)C(c2ccc([N+](=O)[O-])cc2)NC(=O)N1,0.778734015,160,2.32%
"N-(2,3-dimethylphenyl)-6-methyl-4-(3-nitrophenyl)-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxamide",CC1=C(C(=O)Nc2cccc(C)c2C)C(c2cccc([N+](=O)[O-])c2)NC(=O)N1,0.778706311,161,2.33%
"7-[(4-Chlorophenyl)methoxy]-3-(3,4-dimethoxyphenyl)-5-hydroxychromen-4-one",COc1ccc(-c2coc3cc(OCc4ccc(Cl)cc4)cc(O)c3c2=O)cc1OC,0.778574384,162,2.35%
2-Methyl-1-(4-nitrophenyl)sulfonylbenzimidazole,Cc1nc2ccccc2n1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,0.778434694,163,2.36%
"N-(3,4-dimethylphenyl)-6-methyl-4-(3-nitrophenyl)-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxamide",CC1=C(C(=O)Nc2ccc(C)c(C)c2)C(c2cccc([N+](=O)[O-])c2)NC(=O)N1,0.778072156,164,2.38%
7-chloro-2-phenyl-4H-chromen-4-one,O=c1cc(-c2ccccc2)oc2cc(Cl)ccc12,0.777747374,165,2.39%
N-(4-nitrophenyl)naphthalene-2-sulfonamide,O=[N+]([O-])c1ccc(NS(=O)(=O)c2ccc3ccccc3c2)cc1,0.777421894,166,2.41%
6-Bromo-4'-chloroflavone,O=c1cc(-c2ccc(Cl)cc2)oc2ccc(Br)cc12,0.777397076,167,2.42%
"3-chloro-N-[4-(3-nitrophenyl)-1,3-thiazol-2-yl]benzamide",O=C(Nc1nc(-c2cccc([N+](=O)[O-])c2)cs1)c1cccc(Cl)c1,0.777112737,168,2.44%
(E)-N-(4-(4-methoxyphenyl)-5-methylthiazol-2-yl)-3-(3-nitrophenyl)acrylamide,COc1ccc(-c2nc(NC(=O)/C=C/c3cccc([N+](=O)[O-])c3)sc2C)cc1,0.77673167,169,2.45%
"N-[4-(4-methoxyphenyl)-1,3-thiazol-2-yl]-3-nitrobenzamide",COc1ccc(-c2csc(NC(=O)c3cccc([N+](=O)[O-])c3)n2)cc1,0.776401004,170,2.46%
"8-((benzyl(methyl)amino)methyl)-3-(3,4-dimethoxyphenyl)-7-hydroxy-4H-chromen-4-one",COc1ccc(-c2coc3c(CN(C)Cc4ccccc4)c(O)ccc3c2=O)cc1OC,0.776255153,171,2.48%
"4-chloro-N-[4-(3-nitrophenyl)-1,3-thiazol-2-yl]benzamide",O=C(Nc1nc(-c2cccc([N+](=O)[O-])c2)cs1)c1ccc(Cl)cc1,0.775629034,172,2.49%
"Prop-2-en-1-yl 6-methyl-4-(3-nitrophenyl)-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxylate",C=CCOC(=O)C1=C(C)NC(=O)NC1c1cccc([N+](=O)[O-])c1,0.775230129,173,2.51%
"3-(3,4-Dimethoxyphenyl)-7-[(4-methylphenyl)methoxy]chromen-4-one",COc1ccc(-c2coc3cc(OCc4ccc(C)cc4)ccc3c2=O)cc1OC,0.774765411,174,2.52%
N-(4-nitrophenyl)-2-((1-phenyl-1H-imidazol-2-yl)thio)acetamide,O=C(CSc1nccn1-c1ccccc1)Nc1ccc([N+](=O)[O-])cc1,0.77433383,175,2.54%
"2-methoxy-N-[4-(3-nitrophenyl)-1,3-thiazol-2-yl]benzamide",COc1ccccc1C(=O)Nc1nc(-c2cccc([N+](=O)[O-])c2)cs1,0.774098182,176,2.55%
7-[(4-Fluorophenyl)methoxy]-3-phenylchromen-4-one,O=c1c(-c2ccccc2)coc2cc(OCc3ccc(F)cc3)ccc12,0.774059037,177,2.57%
"4-cyano-N-[4-(3-nitrophenyl)-1,3-thiazol-2-yl]benzamide",N#Cc1ccc(C(=O)Nc2nc(-c3cccc([N+](=O)[O-])c3)cs2)cc1,0.773873897,178,2.58%
(E)-N-(1-(furan-2-yl)-3-oxo-3-(phenylamino)prop-1-en-2-yl)-3-nitrobenzamide,O=C(Nc1ccccc1)/C(=C\c1ccco1)NC(=O)c1cccc([N+](=O)[O-])c1,0.773834424,179,2.59%
"N-[4-(4-methoxyphenyl)-1,3-thiazol-2-yl]-4-nitrobenzamide",COc1ccc(-c2csc(NC(=O)c3ccc([N+](=O)[O-])cc3)n2)cc1,0.773739499,180,2.61%
"2-(4-nitrophenyl)-N-((2,3,4,9-tetrahydro-1H-carbazol-6-yl)methyl)acetamide",O=C(Cc1ccc([N+](=O)[O-])cc1)NCc1ccc2[nH]c3c(c2c1)CCCC3,0.773623895,181,2.62%
"7-(benzyloxy)-3-(3,4-dimethoxyphenyl)-4H-chromen-4-one",COc1ccc(-c2coc3cc(OCc4ccccc4)ccc3c2=O)cc1OC,0.77326816,182,2.64%
"Propan-2-yl 6-methyl-4-(3-nitrophenyl)-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxylate",CC1=C(C(=O)OC(C)C)C(c2cccc([N+](=O)[O-])c2)NC(=O)N1,0.772522061,183,2.65%
"3-(3,4-Dimethoxyphenyl)-7-[(2-methylphenyl)methoxy]chromen-4-one",COc1ccc(-c2coc3cc(OCc4ccccc4C)ccc3c2=O)cc1OC,0.772288862,184,2.67%
2-(3-Bromophenyl)-1-[(4-fluorophenyl)methyl]benzimidazole,Fc1ccc(Cn2c(-c3cccc(Br)c3)nc3ccccc32)cc1,0.772044594,185,2.68%
"7-((4-bromobenzyl)oxy)-3-(3,4-dimethoxyphenyl)-5-hydroxy-4H-chromen-4-one",COc1ccc(-c2coc3cc(OCc4ccc(Br)cc4)cc(O)c3c2=O)cc1OC,0.771075749,186,2.70%
"6-methyl-4-(3-nitrophenyl)-2-oxo-N-(o-tolyl)-1,2,3,4-tetrahydropyrimidine-5-carboxamide",CC1=C(C(=O)Nc2ccccc2C)C(c2cccc([N+](=O)[O-])c2)NC(=O)N1,0.771016096,187,2.71%
"2,3-dimethoxy-N-(4-nitrophenyl)benzamide",COc1cccc(C(=O)Nc2ccc([N+](=O)[O-])cc2)c1OC,0.77014523,188,2.73%
"6-methyl-N-(2-methylphenyl)-4-(4-nitrophenyl)-2-oxo-3,4-dihydro-1H-pyrimidine-5-carboxamide",CC1=C(C(=O)Nc2ccccc2C)C(c2ccc([N+](=O)[O-])cc2)NC(=O)N1,0.770100448,189,2.74%
7-[(4-Fluorophenyl)methoxy]-3-(3-methoxyphenoxy)chromen-4-one,COc1cccc(Oc2coc3cc(OCc4ccc(F)cc4)ccc3c2=O)c1,0.769600991,190,2.75%
"Methyl 1-allyl-6-methyl-4-(3-nitrophenyl)-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxylate",C=CCN1C(=O)NC(c2cccc([N+](=O)[O-])c2)C(C(=O)OC)=C1C,0.768094783,191,2.77%
7-[(4-Methylphenyl)methoxy]-3-phenylchromen-4-one,Cc1ccc(COc2ccc3c(=O)c(-c4ccccc4)coc3c2)cc1,0.768045978,192,2.78%
"1-benzyl-3-(4-methoxyphenyl)[1]benzothieno[3,2-d]pyrimidine-2,4(1H,3H)-dione",COc1ccc(-n2c(=O)c3sc4ccccc4c3n(Cc3ccccc3)c2=O)cc1,0.768023878,193,2.80%
7-[(2-Fluorophenyl)methoxy]-3-phenylchromen-4-one,O=c1c(-c2ccccc2)coc2cc(OCc3ccccc3F)ccc12,0.767620465,194,2.81%
6-Chloro-2-(2-methoxyphenyl)chromen-4-one,COc1ccccc1-c1cc(=O)c2cc(Cl)ccc2o1,0.76756271,195,2.83%
N-(2-chlorophenyl)-4-nitrobenzenesulfonamide,O=[N+]([O-])c1ccc(S(=O)(=O)Nc2ccccc2Cl)cc1,0.76717316,196,2.84%
"Ethyl 1-ethyl-6-methyl-4-(3-nitrophenyl)-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxylate",CCOC(=O)C1=C(C)N(CC)C(=O)NC1c1cccc([N+](=O)[O-])c1,0.766878614,197,2.86%
"Methyl 1-benzyl-6-methyl-4-(2-nitrophenyl)-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxylate",COC(=O)C1=C(C)N(Cc2ccccc2)C(=O)NC1c1ccccc1[N+](=O)[O-],0.766463824,198,2.87%
7-[(2-Methylphenyl)methoxy]-3-phenylchromen-4-one,Cc1ccccc1COc1ccc2c(=O)c(-c3ccccc3)coc2c1,0.766077472,199,2.88%
[3-(4-Methoxyphenyl)-4-oxochromen-7-yl] 4-fluorobenzoate,COc1ccc(-c2coc3cc(OC(=O)c4ccc(F)cc4)ccc3c2=O)cc1,0.765711312,200,2.90%
N-(4-ethylphenyl)-2-[1-(4-nitrophenyl)imidazol-2-yl]sulfanylacetamide,CCc1ccc(NC(=O)CSc2nccn2-c2ccc([N+](=O)[O-])cc2)cc1,0.76547963,201,2.91%
"N-(2,4-dimethylphenyl)-2-((1-(4-nitrophenyl)-1H-imidazol-2-yl)thio)acetamide",Cc1ccc(NC(=O)CSc2nccn2-c2ccc([N+](=O)[O-])cc2)c(C)c1,0.765475693,202,2.93%
6-Nitroquinolin-8-ol,O=[N+]([O-])c1cc(O)c2ncccc2c1,0.76506748,203,2.94%
N-{1-({[2-(dimethylamino)ethyl]amino}carbonyl)-2-[5-(3-nitrophenyl)-2-furyl]vinyl}benzamide,CN(C)CCNC(=O)/C(=C/c1ccc(-c2cccc([N+](=O)[O-])c2)o1)NC(=O)c1ccccc1,0.764748536,204,2.96%
"N-(2,5-dimethylphenyl)-2-[1-(4-nitrophenyl)imidazol-2-yl]sulfanylacetamide",Cc1ccc(C)c(NC(=O)CSc2nccn2-c2ccc([N+](=O)[O-])cc2)c1,0.764263051,205,2.97%
"N-(3,5-dimethylphenyl)-2-((1-(4-nitrophenyl)-1H-imidazol-2-yl)thio)acetamide",Cc1cc(C)cc(NC(=O)CSc2nccn2-c2ccc([N+](=O)[O-])cc2)c1,0.762865092,206,2.99%
"6-O-Acetyl-1,2:3,4-DI-O-isopropylidene-alpha-D-galactopyranose",CC(=O)OCC1OC2OC(C)(C)OC2C2OC(C)(C)OC12,0.762684071,207,3.00%
"Methyl 1-ethyl-6-methyl-4-(3-nitrophenyl)-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxylate",CCN1C(=O)NC(c2cccc([N+](=O)[O-])c2)C(C(=O)OC)=C1C,0.762524854,208,3.02%
"2,3-Diphenylpyrido[3,2-f]quinoxaline",c1ccc(-c2nc3ccc4ncccc4c3nc2-c2ccccc2)cc1,0.762324918,209,3.03%
7-[(4-Fluorophenyl)methoxy]-3-(2-methoxyphenoxy)chromen-4-one,COc1ccccc1Oc1coc2cc(OCc3ccc(F)cc3)ccc2c1=O,0.762278015,210,3.04%
2-(2-chlorophenyl)-6-methoxy-4H-chromen-4-one,COc1ccc2oc(-c3ccccc3Cl)cc(=O)c2c1,0.761232392,211,3.06%
"3-[(2,4-Dichlorophenyl)methyl]-1,7-dimethyl-9-(2-phenylethyl)-7,8-dihydro-6H-purino[7,8-a]pyrimidine-2,4-dione",CC1CN(CCc2ccccc2)c2nc3c(c(=O)n(Cc4ccc(Cl)cc4Cl)c(=O)n3C)n2C1,0.760582782,212,3.07%
[3-(4-Methoxyphenyl)-4-oxochromen-7-yl] 2-fluorobenzoate,COc1ccc(-c2coc3cc(OC(=O)c4ccccc4F)ccc3c2=O)cc1,0.760251517,213,3.09%
N-[2-chloro-5-(trifluoromethyl)phenyl]-2-({1-[3-(trifluoromethyl)phenyl]-1H-imidazol-2-yl}sulfanyl)acetamide,O=C(CSc1nccn1-c1cccc(C(F)(F)F)c1)Nc1cc(C(F)(F)F)ccc1Cl,0.760098286,214,3.10%
"N-((2S,3R,4R,5S,6R)-2-(tert-butoxy)-4,5-dihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-3-yl)acetamide",CC(=O)NC1C(OC(C)(C)C)OC(CO)C(O)C1O,0.759949584,215,3.12%
"8-[[Benzyl(methyl)amino]methyl]-7-[(4-chlorophenyl)methyl]-1,3-dimethylpurine-2,6-dione",CN(Cc1ccccc1)Cc1nc2c(c(=O)n(C)c(=O)n2C)n1Cc1ccc(Cl)cc1,0.75944148,216,3.13%
"Methyl 1,6-dimethyl-4-(3-nitrophenyl)-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxylate",COC(=O)C1=C(C)N(C)C(=O)NC1c1cccc([N+](=O)[O-])c1,0.759431124,217,3.15%
"Ethyl 1-ethyl-6-methyl-4-(4-nitrophenyl)-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxylate",CCOC(=O)C1=C(C)N(CC)C(=O)NC1c1ccc([N+](=O)[O-])cc1,0.758401717,218,3.16%
3-(4-Chlorophenyl)-7-methoxychromen-4-one,COc1ccc2c(=O)c(-c3ccc(Cl)cc3)coc2c1,0.75807271,219,3.17%
7-((4-fluorobenzyl)oxy)-3-(4-methoxyphenoxy)-4H-chromen-4-one,COc1ccc(Oc2coc3cc(OCc4ccc(F)cc4)ccc3c2=O)cc1,0.757020198,220,3.19%
Digitonin,C[C@@H]1CC[C@@]2([C@H]([C@H]3[C@@H](O2)[C@H]([C@@H]4[C@@]3(CC[C@H]5[C@H]4CC[C@@H]6[C@@]5(C[C@H]([C@@H](C6)O[C@H]7[C@@H]([C@H]([C@H]([C@H](O7)CO)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O[C@H]9[C@@H]([C@H]([C@@H](CO9)O)O)O)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O)O)C)C)O)C)OC1,0.756993816,221,3.20%
"Methyl 1-ethyl-6-methyl-4-(4-nitrophenyl)-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxylate",CCN1C(=O)NC(c2ccc([N+](=O)[O-])cc2)C(C(=O)OC)=C1C,0.756052579,222,3.22%
"2-Methyl-1,4-bis(4-nitrobenzoyl)piperazine",CC1CN(C(=O)c2ccc([N+](=O)[O-])cc2)CCN1C(=O)c1ccc([N+](=O)[O-])cc1,0.755523786,223,3.23%
(E)-5-((5-(4-nitrophenyl)furan-2-yl)methylene)-3-phenethyl-2-thioxothiazolidin-4-one,O=C1/C(=C\c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)SC(=S)N1CCc1ccccc1,0.75496656,224,3.25%
"N2-(3-chloro-4-methoxyphenyl)-N4-(2-chlorobenzyl)quinazoline-2,4-diamine hydrochloride",COc1ccc(Nc2nc(NCc3ccccc3Cl)c3ccccc3n2)cc1Cl.Cl,0.753365602,225,3.26%
"N-[4-[(2,6-dimethoxypyrimidin-4-yl)sulfamoyl]phenyl]-4-phenylbenzamide",COc1cc(NS(=O)(=O)c2ccc(NC(=O)c3ccc(-c4ccccc4)cc3)cc2)nc(OC)n1,0.75335253,226,3.28%
"3-(4-methoxyphenyl)-1-(4-methylbenzyl)[1]benzothieno[3,2-d]pyrimidine-2,4(1H,3H)-dione",COc1ccc(-n2c(=O)c3sc4ccccc4c3n(Cc3ccc(C)cc3)c2=O)cc1,0.753169052,227,3.29%
"1-(2,3-Dimethoxyphenyl)-6,7-dimethyl-2-(5-methylisoxazol-3-yl)-1,2-dihydrochromeno[2,3-c]pyrrole-3,9-dione",COc1cccc(C2c3c(oc4cc(C)c(C)cc4c3=O)C(=O)N2c2cc(C)on2)c1OC,0.75102722,228,3.31%
4-oxo-3-phenyl-4H-chromen-7-yl 4-fluorobenzoate,O=C(Oc1ccc2c(=O)c(-c3ccccc3)coc2c1)c1ccc(F)cc1,0.750940627,229,3.32%
[3-(4-Chlorophenyl)-4-oxochromen-7-yl] 2-methoxybenzoate,COc1ccccc1C(=O)Oc1ccc2c(=O)c(-c3ccc(Cl)cc3)coc2c1,0.750746085,230,3.33%
"Methyl 1,6-dimethyl-4-(4-nitrophenyl)-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxylate",COC(=O)C1=C(C)N(C)C(=O)NC1c1ccc([N+](=O)[O-])cc1,0.750630816,231,3.35%
